economy,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017
CZE,1.09818994998932,1.14209997653961,1.13935005664825,1.16100001335144,1.22541999816895,1.29571998119354,1.23357999324799,1.28656005859375,1.32669997215271,1.54477000236511,1.76967000961304,1.87924003601074,1.95833003520966,1.91689002513885,1.67002999782562,1.76855003833771
DEU,2.4362199306488,2.47461009025574,2.43518996238709,2.44193005561829,2.47232007980347,2.4604799747467,2.61512994766235,2.74266004562378,2.73024010658264,2.80555009841919,2.88165998458862,2.8359899520874,2.87784004211426,2.9337899684906,2.94039011001587,3.04710006713867
FRA,2.17448997497559,2.11994004249573,2.09460997581482,2.05151009559631,2.05094003677368,2.0245099067688,2.06117010116577,2.21206998825073,2.17857003211975,2.19161009788513,2.22707009315491,2.23703002929688,2.27591991424561,2.2270200252533,2.22237992286682,2.1988799571991
GBR,1.61532998085022,1.57924997806549,1.53070998191833,1.54903995990753,1.57125997543335,1.61012995243073,1.60382997989655,1.66098999977112,1.63515996932983,1.63998997211456,1.56887996196747,1.61029994487762,1.6309700012207,1.63424003124237,1.64280998706818,1.65980994701385
MLT,0.250200003385544,0.23743000626564,0.489710003137589,0.528199970722198,0.578440010547638,0.545400023460388,0.526669979095459,0.507390022277832,0.587409973144531,0.665059983730316,0.804319977760315,0.743359982967377,0.691789984703064,0.715149998664856,0.554359972476959,0.563319981098175
ROU,0.37720999121666,0.39708000421524,0.389420002698898,0.412620007991791,0.456820011138916,0.51147997379303,0.552150011062622,0.443949997425079,0.456649988889694,0.49864000082016,0.485419988632202,0.388170003890991,0.381610006093979,0.488380014896393,0.481260001659393,0.503220021724701
SVN,1.44324994087219,1.2479100227356,1.37026000022888,1.41778004169464,1.5370500087738,1.42702996730804,1.62672996520996,1.81184005737305,2.05133008956909,2.41297006607056,2.56061005592346,2.56487011909485,2.36547994613647,2.19565010070801,2.00763988494873,1.86530005931854
